"gene" "label"
"PHRF1" "None"
"IRF7" "None"
"CDHR5" "Hep"
"SCT" "None"
"DRD4" "None"
"DEAF1" "None"
"EPS8L2" "None"
"TMEM80" "None"
"TALDO1" "None"
"PDDC1" "None"
"AP006621.5" "None"
"CEND1" "None"
"SLC25A22" "None"
"PANO1" "None"
"PIDD1" "None"
"RPLP2" "any_B_cell"
"PNPLA2" "None"
"CRACR2B" "None"
"CD151" "None"
"POLR2L" "None"
"TSPAN4" "None"
"RP11-1391J7.1" "None"
"CHID1" "PortHep"
"AP2A2" "None"
"MUC6" "Cholan"
"RP13-870H17.3" "None"
"MUC5B" "Cholan"
"TOLLIP" "PortHep"
"TOLLIP-AS1" "None"
"MOB2" "None"
"DUSP8" "None"
"KRTAP5-AS1" "None"
"AP006285.2" "None"
"AP006285.7" "None"
"FAM99A" "Hep"
"AP006285.6" "None"
"IFITM10" "CV_LSECs"
"CTSD" "LSECs"
"SYT8" "Cholan"
"TNNI2" "None"
"LSP1" "None"
"TNNT3" "None"
"MRPL23" "None"
"LINC01219" "None"
"IGF2" "Hep"
"INS-IGF2" "None"
"TH" "None"
"ASCL2" "None"
"C11orf21" "None"
"TSPAN32" "None"
"CD81-AS1" "None"
"CD81" "PortHep"
"TSSC4" "None"
"KCNQ1" "None"
"KCNQ1OT1" "None"
"KCNQ1-AS1" "None"
"CDKN1C" "Stellate"
"SLC22A18AS" "None"
"SLC22A18" "Hep"
"PHLDA2" "Cholan"
"NAP1L4" "any_T_cell"
"CTC-343N3.1" "None"
"CARS" "None"
"OSBPL5" "None"
"ZNF195" "None"
"ART5" "None"
"CHRNA10" "None"
"NUP98" "None"
"PGAP2" "None"
"RHOG" "Mac"
"AC090587.5" "None"
"STIM1" "None"
"RRM1" "gd_T_2"
"RP11-23F23.2" "None"
"TRIM21" "None"
"TRIM68" "None"
"HBB" "Erythroid"
"HBD" "Erythroid"
"HBG2" "None"
"HBE1" "None"
"UBQLNL" "None"
"AC015691.13" "None"
"TRIM6" "None"
"TRIM34" "None"
"TRIM5" "None"
"TRIM22" "None"
"RP11-290F24.6" "None"
"FAM160A2" "PortHep"
"PRKCDBP" "Stellate"
"SMPD1" "PortHep"
"APBB1" "None"
"HPX" "Hep"
"TRIM3" "None"
"ARFIP2" "None"
"DNHD1" "None"
"RRP8" "None"
"ILK" "Stellate"
"TAF10" "None"
"TPP1" "NonInfl_Mac"
"RP11-732A19.9" "None"
"DCHS1" "LSECs"
"MRPL17" "None"
"ZNF215" "None"
"ZNF214" "None"
"SYT9" "None"
"CTD-2516F10.2" "None"
"OLFML1" "Stellate"
"PPFIBP2" "None"
"CYB5R2" "None"
"EIF3F" "any_T_cell"
"TUB" "None"
"RIC3" "None"
"STK33" "None"
"TRIM66" "None"
"RPL27A" "None"
"ST5" "None"
"AKIP1" "None"
"TMEM9B" "None"
"TMEM9B-AS1" "None"
"NRIP3" "None"
"SCUBE2" "None"
"DENND5A" "None"
"TMEM41B" "PortHep"
"IPO7" "None"
"CTD-2371O3.2" "None"
"CTD-2371O3.3" "None"
"ZNF143" "None"
"WEE1" "None"
"SWAP70" "None"
"RP11-540A21.2" "None"
"SBF2-AS1" "None"
"SBF2" "None"
"RP11-351I24.1" "None"
"ADM" "CV_LSECs"
"AMPD3" "None"
"MTRNR2L8" "PortHep"
"RNF141" "None"
"MRVI1-AS1" "None"
"LYVE1" "None"
"MRVI1" "None"
"CTR9" "None"
"EIF4G2" "None"
"ZBED5" "None"
"ZBED5-AS1" "None"
"GALNT18" "None"
"CSNK2A3" "None"
"RP11-567I13.1" "None"
"RP11-483L5.1" "None"
"USP47" "None"
"DKK3" "None"
"MICAL2" "None"
"MICALCL" "None"
"PARVA" "None"
"TEAD1" "None"
"RP11-47J17.2" "None"
"LINC00958" "None"
"RASSF10" "None"
"ARNTL" "None"
"BTBD10" "None"
"FAR1" "None"
"SPON1" "None"
"RRAS2" "None"
"COPB1" "None"
"PSMA1" "gd_T_2"
"PDE3B" "PortHep"
"CYP2R1" "None"
"CALCB" "None"
"CALCA" "None"
"INSC" "None"
"RP11-396O20.1" "None"
"SOX6" "None"
"C11orf58" "None"
"PLEKHA7" "None"
"RPS13" "any_B_cell"
"PIK3C2A" "None"
"NUCB2" "gd_T_2"
"NCR3LG1" "None"
"RP1-239B22.5" "None"
"KCNJ11" "None"
"ABCC8" "None"
"USH1C" "Cholan"
"SERGEF" "None"
"TPH1" "None"
"SAAL1" "None"
"SAA4" "Hep"
"SAA2-SAA4" "PortHep"
"SAA2" "PortHep"
"SAA1" "PortHep"
"HPS5" "None"
"GTF2H1" "None"
"LDHA" "None"
"LDHC" "None"
"TSG101" "None"
"UEVLD" "None"
"SPTY2D1-AS1" "None"
"SPTY2D1" "None"
"TMEM86A" "None"
"IGSF22" "None"
"PTPN5" "None"
"ZDHHC13" "None"
"E2F8" "None"
"NAV2" "None"
"RP11-359E10.1" "None"
"NAV2-AS3" "None"
"HTATIP2" "None"
"PRMT3" "None"
"ANO5" "None"
"FANCF" "None"
"GAS2" "PortalHep2"
"SVIP" "None"
"RP11-17A1.3" "None"
"ANO3" "Stellate"
"SLC5A12" "None"
"FIBIN" "Stellate"
"BBOX1" "None"
"CCDC34" "gd_T_2"
"LGR4" "PortHep"
"LIN7C" "None"
"BDNF-AS" "None"
"KIF18A" "gd_T_2"
"METTL15" "None"
"ARL14EP" "None"
"MPPED2" "NonInfl_Mac"
"RP5-1024C24.1" "None"
"DCDC1" "None"
"DNAJC24" "None"
"IMMP1L" "gd_T_2"
"ELP4" "None"
"RCN1" "None"
"WT1" "None"
"WT1-AS" "None"
"EIF3M" "any_T_cell"
"CCDC73" "None"
"PRRG4" "Cholan"
"QSER1" "None"
"DEPDC7" "PortHep"
"TCP11L1" "None"
"AC131263.1" "None"
"LINC00294" "None"
"CSTF3" "None"
"CSTF3-AS1" "None"
"HIPK3" "None"
"KIAA1549L" "None"
"CD59" "None"
"FBXO3" "None"
"LMO2" "None"
"CAPRIN1" "None"
"NAT10" "None"
"ABTB2" "None"
"CAT" "None"
"ELF5" "None"
"EHF" "Cholan"
"APIP" "None"
"PDHX" "None"
"CD44" "Mac"
"SLC1A2" "PortalHep2"
"FJX1" "None"
"TRIM44" "None"
"LDLRAD3" "Portal_Endo"
"COMMD9" "None"
"PRR5L" "None"
"TRAF6" "None"
"RAG1" "None"
"C11orf74" "None"
"API5" "None"
"TTC17" "PortHep"
"HSD17B12" "PortaHep1"
"RP11-613D13.5" "None"
"ALKBH3" "None"
"C11orf96" "Stellate"
"RP11-613D13.8" "None"
"ACCS" "None"
"EXT2" "None"
"CD82" "None"
"TSPAN18" "None"
"TP53I11" "None"
"PRDM11" "None"
"SYT13" "None"
"RP11-430H10.1" "None"
"CHST1" "None"
"DKFZp779M0652" "PortalHep2"
"SLC35C1" "PortalHep2"
"CRY2" "None"
"MAPK8IP1" "None"
"PEX16" "PortHep"
"GYLTL1B" "None"
"PHF21A" "None"
"CTD-2589M5.4" "None"
"CREB3L1" "Stellate"
"DGKZ" "None"
"MDK" "None"
"AMBRA1" "None"
"HARBI1" "None"
"ATG13" "None"
"ARHGAP1" "None"
"ZNF408" "None"
"F2" "Hep"
"CKAP5" "gd_T_2"
"LRP4-AS1" "None"
"LRP4" "None"
"C11orf49" "None"
"ARFGAP2" "None"
"PACSIN3" "None"
"DDB2" "gd_T_2"
"ACP2" "PortHep"
"NR1H3" "Mac"
"MADD" "None"
"MYBPC3" "None"
"SPI1" "Mac"
"RP11-750H9.5" "None"
"SLC39A13" "None"
"PSMC3" "None"
"RAPSN" "None"
"CELF1" "Hep"
"NDUFS3" "CentralHep"
"PTPMT1" "None"
"KBTBD4" "None"
"FAM180B" "None"
"C1QTNF4" "None"
"MTCH2" "Hep"
"AGBL2" "None"
"FNBP4" "None"
"NUP160" "None"
"PTPRJ" "None"
"FOLH1" "None"
"APLNR" "None"
"TNKS1BP1" "None"
"RP11-872D17.4" "None"
"SSRP1" "any_T_cell"
"P2RX3" "None"
"PRG2" "None"
"SLC43A3" "PortHep"
"RTN4RL2" "None"
"SLC43A1" "PortHep"
"TIMM10" "None"
"UBE2L6" "any_T_cell"
"SERPING1" "None"
"YPEL4" "Erythroid"
"CLP1" "None"
"ZDHHC5" "None"
"MED19" "None"
"TMX2" "None"
"C11orf31" "None"
"CTNND1" "None"
"LPXN" "any_T_cell"
"ZFP91" "None"
"GLYAT" "Hep"
"GLYATL1" "Hep"
"RP11-142C4.6" "None"
"FAM111B" "gd_T_2"
"AP001258.4" "None"
"FAM111A" "gd_T_2"
"DTX4" "None"
"MPEG1" "Mac"
"AP000442.4" "None"
"OSBP" "None"
"AP000442.1" "None"
"PATL1" "None"
"STX3" "None"
"MRPL16" "None"
"TCN1" "Cholan"
"MS4A3" "None"
"MS4A2" "None"
"MS4A6A" "None"
"MS4A4E" "None"
"MS4A4A" "NonInfl_Mac"
"MS4A7" "Mac"
"MS4A14" "None"
"MS4A1" "B_cells"
"MS4A8" "None"
"CCDC86" "None"
"PRPF19" "None"
"RP11-881M11.2" "None"
"TMEM109" "any_T_cell"
"TMEM132A" "None"
"SLC15A3" "None"
"CD6" "any_T_cell"
"CD5" "None"
"VPS37C" "None"
"PGA3" "None"
"PGA5" "None"
"VWCE" "None"
"DDB1" "None"
"TKFC" "Hep"
"CYB561A3" "None"
"TMEM138" "None"
"TMEM216" "None"
"CPSF7" "None"
"RP11-286N22.8" "None"
"SDHAF2" "None"
"PPP1R32" "None"
"SYT7" "None"
"DAGLA" "None"
"DKFZP434K028" "None"
"MYRF" "Cholan"
"TMEM258" "any_B_cell"
"FEN1" "gd_T_2"
"FADS2" "PortHep"
"FADS1" "PortHep"
"FADS3" "None"
"RAB3IL1" "None"
"BEST1" "None"
"FTH1" "Mac"
"INCENP" "None"
"SCGB2A1" "Cholan"
"RP11-703H8.7" "None"
"ASRGL1" "None"
"CTD-2531D15.5" "None"
"AHNAK" "None"
"EEF1G" "None"
"TUT1" "None"
"MTA2" "None"
"EML3" "None"
"ROM1" "None"
"B3GAT3" "None"
"GANAB" "PortHep"
"INTS5" "None"
"C11orf98" "None"
"LBHD1" "None"
"METTL12" "any_B_cell"
"UQCC3" "None"
"UBXN1" "None"
"LRRN4CL" "None"
"BSCL2" "None"
"GNG3" "None"
"HNRNPUL2" "None"
"TTC9C" "None"
"ZBTB3" "None"
"POLR2G" "any_T_cell"
"RP11-727F15.11" "None"
"TAF6L" "None"
"TMEM223" "None"
"RP11-727F15.12" "None"
"TMEM179B" "None"
"NXF1" "None"
"STX5" "None"
"RP11-727F15.9" "None"
"WDR74" "None"
"SLC3A2" "None"
"AP000438.2" "None"
"SLC22A10" "None"
"SLC22A25" "None"
"SLC22A9" "None"
"LGALS12" "None"
"RARRES3" "None"
"HRASLS2" "None"
"PLA2G16" "None"
"ATL3" "None"
"RTN3" "None"
"C11orf95" "None"
"C11orf84" "None"
"MARK2" "None"
"NAA40" "None"
"COX8A" "any_T_cell"
"OTUB1" "None"
"MACROD1" "None"
"RP11-21A7A.3" "None"
"STIP1" "None"
"FERMT3" "any_T_cell"
"TRPT1" "None"
"NUDT22" "None"
"RP11-783K16.14" "None"
"DNAJC4" "None"
"VEGFB" "None"
"FKBP2" "None"
"PPP1R14B" "None"
"RP11-783K16.5" "None"
"RP11-783K16.13" "None"
"PLCB3" "None"
"BAD" "None"
"GPR137" "None"
"TEX40" "None"
"ESRRA" "PortHep"
"TRMT112" "None"
"PRDX5" "None"
"AP003774.1" "None"
"CCDC88B" "None"
"RPS6KA4" "None"
"AP003774.6" "None"
"AP003774.4" "None"
"SLC22A11" "None"
"NRXN2" "None"
"RASGRP2" "any_T_cell"
"PYGM" "None"
"SF1" "None"
"AP001462.6" "None"
"MAP4K2" "None"
"MEN1" "None"
"CDC42BPG" "None"
"EHD1" "any_T_cell"
"MIR194-2HG" "None"
"ATG2A" "PortHep"
"PPP2R5B" "None"
"C11orf85" "None"
"BATF2" "None"
"ARL2" "None"
"SNX15" "None"
"SAC3D1" "gd_T_2"
"NAALADL1" "None"
"CDCA5" "gd_T_2"
"ZFPL1" "None"
"VPS51" "any_T_cell"
"AP003068.9" "None"
"TM7SF2" "PortHep"
"ZNHIT2" "None"
"FAU" "any_B_cell"
"SYVN1" "PortHep"
"MRPL49" "None"
"SPDYC" "None"
"AP003068.23" "None"
"CAPN1" "None"
"POLA2" "gd_T_2"
"CDC42EP2" "None"
"DPF2" "None"
"TIGD3" "None"
"SLC25A45" "any_T_cell"
"FRMD8" "None"
"NEAT1" "Hep"
"CMB9-22P13.1" "None"
"MALAT1" "any_T_cell"
"AP000769.7" "None"
"AP000769.1" "None"
"SCYL1" "None"
"LTBP3" "None"
"SSSCA1" "None"
"FAM89B" "None"
"EHBP1L1" "NonInfl_Mac"
"SIPA1" "None"
"KCNK7" "None"
"MAP3K11" "None"
"PCNXL3" "None"
"RELA" "None"
"KAT5" "None"
"RNASEH2C" "gd_T_2"
"AP5B1" "None"
"OVOL1" "None"
"CFL1" "any_T_cell"
"SNX32" "None"
"MUS81" "None"
"EFEMP2" "Stellate"
"CTSW" "any_T_cell"
"FIBP" "gd_T_2"
"CCDC85B" "LSECs"
"FOSL1" "None"
"C11orf68" "None"
"DRAP1" "None"
"TSGA10IP" "None"
"SART1" "None"
"EIF1AD" "None"
"BANF1" "gd_T_2"
"CST6" "None"
"CATSPER1" "None"
"SF3B2" "any_T_cell"
"PACS1" "None"
"RP11-755F10.1" "None"
"KLC2" "None"
"RP11-867G23.2" "None"
"RAB1B" "None"
"RP11-867G23.3" "None"
"RP11-867G23.4" "None"
"CNIH2" "None"
"YIF1A" "None"
"TMEM151A" "None"
"CD248" "Stellate"
"RIN1" "None"
"BRMS1" "gd_T_2"
"B4GAT1" "None"
"RP11-867G23.8" "None"
"SLC29A2" "None"
"MRPL11" "gd_T_2"
"PELI3" "None"
"CTD-3074O7.5" "None"
"DPP3" "None"
"BBS1" "None"
"ZDHHC24" "None"
"ACTN3" "None"
"CTSF" "None"
"CCS" "None"
"RBM14" "None"
"RBM14-RBM4" "None"
"RBM4" "any_T_cell"
"RBM4B" "None"
"RP11-658F2.8" "None"
"SPTBN2" "None"
"C11orf80" "None"
"RCE1" "None"
"PC" "PortHep"
"LRFN4" "None"
"SYT12" "None"
"RHOD" "None"
"KDM2A" "None"
"ADRBK1" "any_T_cell"
"ANKRD13D" "None"
"SSH3" "None"
"RAD9A" "gd_T_2"
"POLD4" "PortHep"
"CTC-1337H24.3" "None"
"CLCF1" "None"
"PPP1CA" "any_T_cell"
"TBC1D10C" "None"
"CARNS1" "None"
"RPS6KB2" "None"
"AP003419.16" "None"
"CORO1B" "None"
"PTPRCAP" "None"
"CABP4" "None"
"TMEM134" "None"
"AIP" "any_T_cell"
"PITPNM1" "None"
"CDK2AP2" "any_T_cell"
"GSTP1" "None"
"C11orf72" "None"
"NDUFV1" "None"
"RP11-655M14.13" "None"
"NUDT8" "PortHep"
"TBX10" "None"
"ACY3" "None"
"RP11-119D9.1" "None"
"UNC93B1" "None"
"ALDH3B1" "None"
"NDUFS8" "None"
"TCIRG1" "None"
"RP11-802E16.3" "None"
"CHKA" "None"
"CTD-2655K5.1" "None"
"KMT5B" "None"
"C11orf24" "Hep"
"LRP5" "None"
"PPP6R3" "None"
"MTL5" "None"
"CPT1A" "None"
"RP11-757G1.6" "None"
"MRPL21" "CentralHep"
"IGHMBP2" "None"
"MRGPRF" "Stellate"
"TPCN2" "None"
"MYEOV" "None"
"AP000439.1" "None"
"CCND1" "None"
"ORAOV1" "None"
"FGF19" "None"
"RP11-626H12.1" "None"
"RP11-626H12.2" "None"
"ANO1" "Hep"
"FADD" "None"
"PPFIA1" "None"
"AP000487.5" "None"
"CTTN" "None"
"SHANK2" "None"
"SHANK2-AS1" "None"
"DHCR7" "PortHep"
"RP11-660L16.2" "None"
"NADSYN1" "None"
"KRTAP5-7" "None"
"KRTAP5-8" "None"
"KRTAP5-10" "None"
"RP11-167J8.3" "None"
"FAM86C1" "None"
"RP11-849H4.2" "None"
"RNF121" "None"
"IL18BP" "None"
"NUMA1" "None"
"RP11-849H4.4" "None"
"LRTOMT" "None"
"LAMTOR1" "None"
"ANAPC15" "gd_T_2"
"FOLR3" "None"
"RP11-807H22.7" "None"
"FOLR1" "None"
"FOLR2" "NonInfl_Mac"
"INPPL1" "None"
"CLPB" "None"
"LINC01537" "None"
"PDE2A" "None"
"RP11-169D4.2" "None"
"ARAP1" "None"
"ARAP1-AS1" "None"
"STARD10" "None"
"ATG16L2" "None"
"FCHSD2" "None"
"P2RY2" "None"
"P2RY6" "None"
"RP11-800A3.7" "None"
"ARHGEF17" "None"
"RELT" "None"
"FAM168A" "None"
"RP11-809N8.4" "None"
"PLEKHB1" "None"
"RAB6A" "None"
"RP11-707G14.1" "None"
"MRPL48" "None"
"COA4" "Hep"
"PAAF1" "None"
"UCP2" "None"
"UCP3" "None"
"C2CD3" "None"
"PPME1" "Erythroid"
"P4HA3" "None"
"PGM2L1" "None"
"KCNE3" "Mac"
"RP11-702H23.6" "None"
"LIPT2" "None"
"AP001372.2" "None"
"POLD3" "gd_T_2"
"CHRDL2" "PortHep"
"RNF169" "None"
"XRRA1" "None"
"SPCS2" "Anti_B"
"NEU3" "None"
"SLCO2B1" "Mac"
"CTD-2562J17.7" "None"
"ARRB1" "None"
"RPS3" "None"
"KLHL35" "None"
"GDPD5" "None"
"SERPINH1" "None"
"MAP6" "None"
"MOGAT2" "None"
"DGAT2" "Hep"
"RP11-535A19.2" "None"
"UVRAG" "None"
"WNT11" "None"
"PRKRIR" "None"
"RP11-111M22.2" "None"
"RP11-111M22.4" "None"
"RP11-111M22.3" "None"
"EMSY" "None"
"RP11-672A2.6" "None"
"AP001189.4" "None"
"LRRC32" "None"
"TSKU" "Hep"
"RP11-21L23.3" "None"
"ACER3" "None"
"CAPN5" "None"
"MYO7A" "None"
"GDPD4" "None"
"PAK1" "None"
"RP11-739B23.1" "None"
"CLNS1A" "None"
"AQP11" "None"
"RSF1" "None"
"AAMDC" "None"
"RP11-91P24.6" "None"
"INTS4" "None"
"KCTD14" "None"
"RP11-7I15.4" "None"
"THRSP" "PortHep"
"NDUFC2" "CentralHep1"
"ALG8" "None"
"KCTD21-AS1" "None"
"KCTD21" "None"
"USP35" "None"
"GAB2" "None"
"RP11-452H21.4" "None"
"NARS2" "None"
"RP11-843A23.1" "None"
"TENM4" "None"
"PRCP" "CV_LSECs"
"DDIAS" "None"
"RAB30" "None"
"RAB30-AS1" "None"
"PCF11" "None"
"PCF11-AS1" "None"
"ANKRD42" "None"
"CCDC90B" "None"
"RP11-727A23.10" "None"
"DLG2" "None"
"TMEM126B" "any_T_cell"
"TMEM126A" "None"
"CREBZF" "None"
"CCDC89" "None"
"SYTL2" "None"
"PICALM" "None"
"EED" "None"
"C11orf73" "None"
"CCDC81" "None"
"ME3" "None"
"CTD-2005H7.1" "None"
"PRSS23" "None"
"RP11-736K20.5" "None"
"FZD4" "LSECs"
"RP11-736K20.6" "None"
"TMEM135" "None"
"RAB38" "None"
"CTSC" "Mac"
"NOX4" "None"
"NAALAD2" "None"
"CHORDC1" "None"
"FAT3" "None"
"SLC36A4" "None"
"SMCO4" "None"
"CEP295" "None"
"TAF1D" "None"
"C11orf54" "None"
"MED17" "None"
"PANX1" "None"
"GPR83" "None"
"MRE11A" "None"
"ANKRD49" "None"
"C11orf97" "None"
"PIWIL4" "None"
"FUT4" "None"
"AMOTL1" "None"
"CWC15" "None"
"KDM4D" "None"
"SRSF8" "None"
"ENDOD1" "None"
"RP11-712B9.2" "None"
"SESN3" "None"
"FAM76B" "None"
"CEP57" "None"
"MTMR2" "None"
"MAML2" "None"
"CCDC82" "None"
"JRKL" "None"
"CNTN5" "None"
"ARHGAP42" "None"
"TMEM133" "None"
"PGR" "None"
"CEP126" "None"
"C11orf70" "None"
"RP11-732A21.3" "None"
"YAP1" "None"
"BIRC3" "any_B_cell"
"BIRC2" "Hep"
"TMEM123" "LSECs"
"RP11-315O6.1" "None"
"RP11-315O6.2" "None"
"MMP7" "Cholan"
"RP11-817J15.3" "None"
"MMP1" "None"
"MMP3" "None"
"DCUN1D5" "None"
"DYNC2H1" "None"
"PDGFD" "None"
"CASP4" "any_T_cell"
"CASP5" "None"
"CASP1" "None"
"CARD16" "None"
"CARD17" "None"
"MSANTD4" "None"
"KBTBD3" "None"
"AASDHPPT" "None"
"GUCY1A2" "None"
"RP11-819C21.1" "None"
"CWF19L2" "None"
"ALKBH8" "None"
"ELMOD1" "None"
"SLC35F2" "None"
"RAB39A" "None"
"CUL5" "None"
"ACAT1" "Hep"
"NPAT" "None"
"ATM" "None"
"C11orf65" "None"
"KDELC2" "None"
"EXPH5" "None"
"DDX10" "None"
"ZC3H12C" "None"
"RDX" "None"
"FDX1" "Hep"
"ARHGAP20" "None"
"RP11-89C3.4" "None"
"C11orf53" "None"
"COLCA1" "Cholan"
"COLCA2" "Cholan"
"POU2AF1" "Anti_B"
"LAYN" "None"
"SIK2" "PortHep"
"PPP2R1B" "PortHep"
"RP11-108O10.2" "None"
"ALG9" "None"
"FDXACB1" "None"
"C11orf1" "None"
"CRYAB" "Stellate"
"HSPB2" "Stellate"
"C11orf52" "None"
"DIXDC1" "Portal_Endo"
"DLAT" "None"
"PIH1D2" "None"
"C11orf57" "None"
"TIMM8B" "CentralHep"
"SDHD" "None"
"IL18" "NonInfl_Mac"
"TEX12" "None"
"BCO2" "None"
"PTS" "Hep"
"RP11-356J5.13" "None"
"RP11-356J5.12" "None"
"RP11-629G13.1" "None"
"NCAM1" "None"
"RP11-839D17.3" "None"
"TTC12" "None"
"TMPRSS5" "None"
"ZW10" "None"
"RP11-667M19.2" "None"
"USP28" "None"
"ZBTB16" "None"
"NNMT" "Hep"
"RBM7" "None"
"REXO2" "None"
"CADM1" "PortHep"
"LINC00900" "None"
"BUD13" "None"
"AP006216.10" "None"
"ZPR1" "None"
"APOA5" "Hep"
"AP006216.5" "None"
"APOA4" "None"
"APOC3" "Hep"
"APOA1" "Hep"
"APOA1-AS" "None"
"SIK3" "None"
"AP000936.4" "None"
"PAFAH1B2" "None"
"SIDT2" "None"
"TAGLN" "None"
"PCSK7" "None"
"RNF214" "None"
"BACE1" "None"
"BACE1-AS" "None"
"CEP164" "None"
"DSCAML1" "None"
"FXYD2" "Cholan"
"FXYD6-FXYD2" "None"
"RP11-728F11.4" "None"
"FXYD6" "LSECs"
"TMPRSS13" "None"
"IL10RA" "NonInfl_Mac"
"TMPRSS4" "None"
"SCN4B" "None"
"JAML" "None"
"MPZL3" "None"
"MPZL2" "None"
"CD3E" "any_T_cell"
"CD3D" "CD3_T"
"CD3G" "CD3_T"
"UBE4A" "None"
"RP11-770J1.5" "None"
"ATP5L" "any_T_cell"
"RP11-770J1.4" "None"
"KMT2A" "None"
"RP11-770J1.3" "None"
"TTC36" "Hep"
"TMEM25" "None"
"IFT46" "None"
"ARCN1" "PortHep"
"PHLDB1" "Stellate"
"TREH" "None"
"AP002954.4" "None"
"DDX6" "any_T_cell"
"RP11-158I9.8" "None"
"CXCR5" "None"
"RP11-158I9.5" "None"
"BCL9L" "None"
"UPK2" "None"
"RP11-110I1.12" "None"
"CCDC84" "None"
"RP11-110I1.11" "None"
"RPS25" "any_B_cell"
"TRAPPC4" "None"
"SLC37A4" "None"
"RP11-110I1.6" "None"
"HYOU1" "any_B_cell"
"RP11-110I1.14" "None"
"RP11-110I1.13" "None"
"VPS11" "None"
"HMBS" "Erythroid"
"H2AFX" "gd_T_2"
"DPAGT1" "None"
"C2CD2L" "None"
"HINFP" "None"
"ABCG4" "None"
"NLRX1" "None"
"PDZD3" "None"
"CCDC153" "None"
"CBL" "None"
"MCAM" "None"
"RNF26" "None"
"C1QTNF5" "None"
"USP2" "None"
"USP2-AS1" "None"
"THY1" "Stellate"
"PVRL1" "None"
"TRIM29" "None"
"OAF" "Hep"
"POU2F3" "None"
"TMEM136" "None"
"ARHGEF12" "LSECs"
"GRIK4" "None"
"RP11-640N11.2" "None"
"TBCEL" "Erythroid"
"TECTA" "None"
"SC5D" "PortHep"
"SORL1" "None"
"MIR100HG" "None"
"UBASH3B" "None"
"CRTAM" "None"
"C11orf63" "None"
"HSPA8" "gd_T_2"
"CLMP" "None"
"GRAMD1B" "None"
"SCN3B" "None"
"ZNF202" "None"
"VWA5A" "None"
"TBRG1" "None"
"SIAE" "None"
"SPA17" "None"
"NRGN" "None"
"RP11-677M14.2" "None"
"VSIG2" "Cholan"
"ESAM" "None"
"RP11-677M14.3" "None"
"MSANTD2" "None"
"AP000866.1" "None"
"RP11-677M14.7" "None"
"ROBO3" "None"
"ROBO4" "LSECs"
"HEPACAM" "PortHep"
"HEPN1" "None"
"CCDC15" "None"
"SLC37A2" "None"
"TMEM218" "None"
"PKNOX2" "None"
"FEZ1" "None"
"AP000708.1" "None"
"EI24" "Hep"
"STT3A" "None"
"CHEK1" "any_T_cell"
"HYLS1" "None"
"PUS3" "None"
"DDX25" "None"
"CDON" "None"
"RPUSD4" "None"
"FAM118B" "None"
"SRPRA" "None"
"FOXRED1" "None"
"TIRAP" "None"
"RP11-712L6.5" "None"
"DCPS" "None"
"ST3GAL4-AS1" "None"
"ST3GAL4" "None"
"KIRREL3" "None"
"RP11-115C10.1" "CentralHep"
"ETS1" "any_T_cell"
"FLI1" "None"
"SENCR" "None"
"KCNJ1" "None"
"KCNJ5" "None"
"C11orf45" "None"
"ARHGAP32" "None"
"BARX2" "None"
"TMEM45B" "None"
"NFRKB" "None"
"PRDM10" "None"
"LINC00167" "None"
"APLP2" "None"
"ST14" "Cholan"
"ZBTB44" "None"
"RP11-121M22.1" "None"
"ADAMTS15" "None"
"RP11-890B15.2" "None"
"RP11-890B15.3" "None"
"SNX19" "None"
"NTM" "None"
"OPCML" "None"
"RP11-713P17.3" "None"
"JAM3" "None"
"NCAPD3" "gd_T_2"
"VPS26B" "None"
"THYN1" "None"
"ACAD8" "PortHep"
"GLB1L2" "None"
"B3GAT1" "None"
"ZMYND11" "None"
"DIP2C" "PortHep"
"PRR26" "None"
"LARP4B" "None"
"GTPBP4" "None"
"IDI2-AS1" "None"
"IDI1" "PortHep"
"WDR37" "None"
"ADARB2" "None"
"PFKP" "None"
"PITRM1" "None"
"RP11-184A2.3" "None"
"KLF6" "None"
"LINC00704" "NonInfl_Mac"
"AKR1E2" "None"
"AKR1C2" "Hep"
"AKR1C1" "Hep"
"AKR1C4" "Hep"
"NET1" "None"
"RP11-336A10.5" "None"
"ASB13" "None"
"FAM208B" "None"
"GDI2" "any_T_cell"
"RP11-318E3.9" "None"
"ANKRD16" "None"
"FBXO18" "None"
"RP11-536K7.3" "None"
"IL15RA" "None"
"IL2RA" "None"
"RBM17" "any_T_cell"
"PFKFB3" "NonInfl_Mac"
"RP11-414H17.5" "None"
"RP11-563J2.2" "None"
"PRKCQ" "any_T_cell"
"RP11-554I8.2" "Cholan"
"LINC00707" "None"
"SFMBT2" "None"
"ITIH5" "None"
"ITIH2" "Hep"
"KIN" "None"
"ATP5C1" "None"
"TAF3" "None"
"GATA3-AS1" "None"
"GATA3" "None"
"CELF2" "None"
"USP6NL" "None"
"ECHDC3" "None"
"PROSER2" "None"
"UPF2" "None"
"DHTKD1" "Hep"
"SEC61A2" "None"
"NUDT5" "None"
"CDC123" "None"
"RP11-186N15.3" "None"
"CAMK1D" "None"
"CCDC3" "Stellate"
"OPTN" "any_T_cell"
"MCM10" "gd_T_2"
"PHYH" "None"
"SEPHS1" "None"
"BEND7" "None"
"PRPF18" "None"
"RP11-295P9.13" "None"
"FRMD4A" "NonInfl_Mac"
"RP11-295P9.12" "None"
"FAM107B" "None"
"CDNF" "None"
"HSPA14" "None"
