"gene" "label"
"RP11-398C13.6" "None"
"SUV39H2" "None"
"DCLRE1C" "gd_T_2"
"MEIG1" "None"
"OLAH" "None"
"C10orf111" "None"
"RPP38" "None"
"NMT2" "CentralHep"
"FAM171A1" "Cholan"
"ITGA8" "None"
"FAM188A" "None"
"PTER" "None"
"RSU1" "None"
"CUBN" "None"
"RP11-406H21.2" "None"
"TRDMT1" "None"
"VIM-AS1" "None"
"VIM" "None"
"RP11-124N14.3" "None"
"ST8SIA6" "None"
"ST8SIA6-AS1" "None"
"HACD1" "None"
"STAM-AS1" "None"
"STAM" "None"
"TMEM236" "None"
"MRC1" "LSECs"
"SLC39A12" "None"
"CACNB2" "None"
"RP11-499P20.2" "None"
"RP11-383B4.4" "None"
"NSUN6" "None"
"ARL5B" "None"
"PLXDC2" "None"
"NEBL" "None"
"CASC10" "None"
"SKIDA1" "None"
"MLLT10" "None"
"DNAJC1" "gd_T_2"
"COMMD3" "None"
"BMI1" "None"
"RP11-573G6.9" "None"
"RP11-573G6.10" "None"
"PIP4K2A" "None"
"MSRB2" "Hep"
"RP11-371A19.2" "None"
"OTUD1" "None"
"KIAA1217" "None"
"ARHGAP21" "None"
"PRTFDC1" "None"
"RP11-165A20.3" "None"
"ENKUR" "None"
"THNSL1" "None"
"APBB1IP" "None"
"LINC00264" "None"
"PDSS1" "None"
"ABI1" "None"
"LINC00202-1" "None"
"ANKRD26" "None"
"YME1L1" "any_T_cell"
"MASTL" "gd_T_2"
"ACBD5" "None"
"RAB18" "None"
"MKX" "None"
"MPP7" "None"
"RP11-351M16.4" "None"
"WAC-AS1" "None"
"WAC" "any_T_cell"
"BAMBI" "None"
"C10orf126" "None"
"SVIL-AS1" "None"
"SVIL" "None"
"KIAA1462" "None"
"MTPAP" "None"
"MAP3K8" "None"
"RP11-253D19.1" "None"
"LYZL2" "None"
"ZNF438" "None"
"ZEB1-AS1" "None"
"ZEB1" "None"
"RP11-472N13.3" "None"
"ARHGAP12" "Cholan"
"KIF5B" "any_T_cell"
"EPC1" "any_T_cell"
"RP11-135A24.4" "None"
"RP11-479G22.8" "None"
"ITGB1" "None"
"NRP1" "CV_LSECs"
"PARD3" "None"
"PARD3-AS1" "None"
"CUL2" "None"
"RP11-297A16.2" "None"
"CREM" "None"
"CCNY" "None"
"RP11-324I22.4" "None"
"RP11-425A6.5" "None"
"FZD8" "None"
"RP11-258F22.1" "None"
"ZNF248" "None"
"RP11-162G10.5" "None"
"ZNF25" "None"
"ZNF33A" "None"
"ZNF37A" "None"
"LINC00839" "None"
"ZNF33B" "None"
"BMS1" "None"
"RET" "None"
"RP11-351D16.3" "None"
"CSGALNACT2" "None"
"RASGEF1A" "None"
"HNRNPF" "gd_T_2"
"RP11-517P14.2" "None"
"ZNF487" "None"
"ZNF239" "None"
"ZNF485" "None"
"ZNF32" "None"
"RP11-20J15.3" "None"
"CXCL12" "None"
"RASSF4" "None"
"C10orf10" "LSECs"
"C10orf25" "None"
"ZNF22" "None"
"ALOX5" "None"
"MARCH8" "None"
"ZFAND4" "None"
"FAM21C" "None"
"AGAP4" "None"
"TIMM23" "None"
"NCOA4" "None"
"MSMB" "None"
"ANXA8L1" "None"
"GPRIN2" "None"
"SYT15" "Portal_Endo"
"RP11-38L15.3" "None"
"RP11-38L15.2" "None"
"RP11-38L15.8" "None"
"PTPN20" "None"
"ANXA8" "None"
"AGAP9" "None"
"ABC7-42404400C24.1" "None"
"CH17-360D5.2" "Cholan"
"FRMPD2" "None"
"MAPK8" "None"
"ARHGAP22" "None"
"WDFY4" "None"
"VSTM4" "None"
"C10orf128" "None"
"ERCC6" "None"
"ERCC6-PGBD3" "None"
"OGDHL" "None"
"PARG" "None"
"TIMM23B" "None"
"LINC00843" "None"
"AGAP6" "None"
"FAM21A" "None"
"ASAH2" "None"
"SGMS1" "None"
"SGMS1-AS1" "None"
"ASAH2B" "None"
"A1CF" "None"
"PRKG1" "Stellate"
"RP11-96B5.3" "None"
"CSTF2T" "None"
"DKK1" "None"
"RP11-556E13.1" "None"
"MBL2" "Hep"
"ZWINT" "gd_T_2"
"IPMK" "None"
"CISD1" "CentralHep"
"UBE2D1" "Mac"
"TFAM" "None"
"BICC1" "Cholan"
"LINC00844" "CentralHep"
"PHYHIPL" "None"
"FAM13C" "None"
"SLC16A9" "NonInfl_Mac"
"CCDC6" "None"
"ANK3" "Stellate"
"CDK1" "gd_T_2"
"RHOBTB1" "None"
"LINC00845" "None"
"TMEM26" "None"
"TMEM26-AS1" "None"
"C10orf107" "None"
"ARID5B" "Stellate"
"RTKN2" "None"
"ZNF365" "None"
"ADO" "None"
"EGR2" "None"
"NRBF2" "None"
"JMJD1C" "None"
"JMJD1C-AS1" "None"
"REEP3" "None"
"RP11-179K3.2" "None"
"LINC01515" "None"
"CTNNA3" "None"
"DNAJC12" "Hep"
"RP11-57G10.8" "None"
"SIRT1" "None"
"HERC4" "None"
"ATOH7" "None"
"RP11-153K11.3" "None"
"PBLD" "Hep"
"HNRNPH3" "None"
"RUFY2" "None"
"DNA2" "None"
"SLC25A16" "PortHep"
"TET1" "None"
"CCAR1" "None"
"STOX1" "None"
"DDX50" "None"
"DDX21" "None"
"KIF1BP" "None"
"SRGN" "None"
"VPS26A" "any_T_cell"
"SUPV3L1" "None"
"HKDC1" "Cholan"
"HK1" "None"
"TACR2" "None"
"TSPAN15" "None"
"RP11-343J3.2" "None"
"C10orf35" "None"
"RP11-242G20.1" "None"
"COL13A1" "None"
"H2AFY2" "None"
"AIFM2" "None"
"TYSND1" "None"
"SAR1A" "None"
"PPA1" "Cholan"
"NPFFR1" "None"
"LRRC20" "None"
"EIF4EBP2" "None"
"PALD1" "None"
"PRF1" "any_T_cell"
"SGPL1" "None"
"PCBD1" "CentralHep"
"UNC5B" "Stellate"
"UNC5B-AS1" "None"
"SLC29A3" "None"
"CDH23" "Portal_Endo"
"C10orf54" "Infl_Mac"
"PSAP" "Mac"
"CHST3" "None"
"SPOCK2" "any_T_cell"
"ASCC1" "None"
"ANAPC16" "None"
"DDIT4" "None"
"RP11-442H21.2" "None"
"DNAJB12" "None"
"MICU1" "None"
"MCU" "Stellate"
"OIT3" "CV_LSECs"
"PLA2G12B" "None"
"P4HA1" "None"
"RP11-344N10.5" "None"
"NUDT13" "None"
"RP11-152N13.16" "None"
"ECD" "None"
"FAM149B1" "None"
"DNAJC9" "gd_T_2"
"DNAJC9-AS1" "None"
"MRPS16" "None"
"RP11-152N13.5" "None"
"CFAP70" "None"
"ANXA7" "PortHep"
"MSS51" "None"
"PPP3CB" "None"
"USP54" "None"
"RP11-464F9.20" "None"
"SYNPO2L" "None"
"AGAP5" "None"
"RP11-574K11.29" "None"
"SEC24C" "None"
"FUT11" "None"
"CHCHD1" "None"
"ZSWIM8" "LSECs"
"RP11-574K11.31" "None"
"NDST2" "None"
"CAMK2G" "None"
"PLAU" "None"
"VCL" "Stellate"
"AP3M1" "None"
"ADK" "None"
"KAT6B" "None"
"SAMD8" "None"
"VDAC2" "None"
"COMTD1" "None"
"ZNF503" "None"
"ZNF503-AS2" "None"
"RP11-399K21.13" "None"
"RP11-399K21.14" "None"
"C10orf11" "None"
"KCNMA1" "NonInfl_Mac"
"DLG5" "None"
"POLR3A" "None"
"RPS24" "Mac"
"LINC00856" "None"
"ZMIZ1-AS1" "None"
"ZMIZ1" "None"
"PPIF" "None"
"ZCCHC24" "None"
"EIF5AL1" "None"
"RP11-506M13.3" "None"
"NUTM2B-AS1" "None"
"RP11-182L21.6" "None"
"SFTPD" "None"
"SFTPD-AS1" "None"
"TMEM254-AS1" "None"
"TMEM254" "None"
"PLAC9" "None"
"ANXA11" "None"
"LINC00857" "None"
"MAT1A" "Hep"
"DYDC2" "None"
"FAM213A" "None"
"TSPAN14" "LSECs"
"RP11-137H2.4" "None"
"NRG3" "None"
"RP11-338I21.1" "None"
"GHITM" "None"
"CDHR1" "None"
"CCSER2" "None"
"WAPL" "None"
"RP11-77P6.2" "None"
"RP11-359E3.4" "None"
"BMPR1A" "None"
"MMRN2" "None"
"SNCG" "None"
"ADIRF" "LSECs"
"RP11-96C23.15" "None"
"GLUD1" "Hep"
"FAM35A" "PortHep"
"NUTM2A-AS1" "Erythroid"
"LINC00863" "None"
"NUTM2D" "None"
"MINPP1" "Erythroid"
"PAPSS2" "PortHep"
"ATAD1" "None"
"KLLN" "None"
"PTEN" "None"
"RNLS" "None"
"LIPJ" "None"
"LIPN" "None"
"ANKRD22" "None"
"STAMBPL1" "None"
"ACTA2" "Stellate"
"FAS" "any_T_cell"
"CH25H" "None"
"LIPA" "NonInfl_Mac"
"RP11-149I23.3" "None"
"IFIT2" "None"
"IFIT3" "None"
"IFIT1B" "Erythroid"
"IFIT1" "None"
"IFIT5" "None"
"SLC16A12" "None"
"PANK1" "Hep"
"RP11-80H5.2" "None"
"KIF20B" "gd_T_2"
"LINC00865" "None"
"LINC01374" "None"
"HTR7" "None"
"RPP30" "None"
"ANKRD1" "None"
"PCGF5" "PortHep"
"HECTD2" "None"
"PPP1R3C" "PortHep"
"TNKS2-AS1" "None"
"TNKS2" "None"
"FGFBP3" "None"
"RP11-402D21.2" "None"
"BTAF1" "None"
"CPEB3" "PortHep"
"MARCH5" "None"
"IDE" "None"
"KIF11" "gd_T_2"
"HHEX" "None"
"EXOC6" "PeriLSECs"
"CYP26A1" "None"
"MYOF" "None"
"CEP55" "gd_T_2"
"FFAR4" "None"
"RBP4" "CentralHep"
"FRA10AC1" "None"
"LGI1" "None"
"SLC35G1" "None"
"PLCE1" "None"
"RP11-76P2.4" "None"
"NOC3L" "None"
"TBC1D12" "None"
"HELLS" "gd_T_2"
"CYP2C18" "PortHep"
"CYP2C19" "None"
"CYP2C9" "Hep"
"CYP2C8" "Hep"
"PDLIM1" "None"
"SORBS1" "None"
"ALDH18A1" "None"
"TCTN3" "None"
"ENTPD1" "None"
"ENTPD1-AS1" "None"
"C10orf131" "None"
"CCNJ" "None"
"ZNF518A" "None"
"BLNK" "None"
"TLL2" "None"
"TM9SF3" "None"
"PIK3AP1" "Mac"
"LCOR" "None"
"C10orf12" "None"
"RP11-175O19.4" "None"
"SLIT1" "None"
"ARHGAP19" "any_T_cell"
"FRAT1" "None"
"FRAT2" "None"
"RP11-452K12.4" "None"
"RRP12" "None"
"PGAM1" "any_B_cell"
"EXOSC1" "None"
"ZDHHC16" "None"
"MMS19" "None"
"UBTD1" "None"
"ANKRD2" "None"
"HOGA1" "None"
"MORN4" "None"
"PI4K2A" "None"
"AVPI1" "None"
"MARVELD1" "None"
"ZFYVE27" "None"
"SFRP5" "Cholan"
"GOLGA7B" "None"
"CRTAC1" "Portal_Endo"
"R3HCC1L" "None"
"LOXL4" "None"
"PYROXD2" "None"
"HPS1" "None"
"CNNM1" "None"
"GOT1" "PortHep"
"RP11-441O15.3" "None"
"NKX2-3" "None"
"SLC25A28" "None"
"RP11-85A1.3" "None"
"RP11-483F11.7" "None"
"ENTPD7" "None"
"CUTC" "None"
"COX15" "None"
"ABCC2" "None"
"DNMBP" "None"
"DNMBP-AS1" "None"
"CPN1" "PortHep"
"ERLIN1" "PortHep"
"CHUK" "None"
"CWF19L1" "None"
"BLOC1S2" "Mac"
"PKD2L1" "None"
"SCD" "PortHep"
"OLMALINC" "None"
"SEC31B" "None"
"NDUFB8" "None"
"HIF1AN" "None"
"RP11-179B2.2" "None"
"SLF2" "None"
"MRPL43" "None"
"SEMA4G" "PortHep"
"C10orf2" "None"
"LZTS2" "None"
"PDZD7" "None"
"SFXN3" "None"
"RP11-108L7.15" "None"
"KAZALD1" "None"
"TLX1" "None"
"BTRC" "None"
"DPCD" "None"
"POLL" "None"
"FBXW4" "None"
"NPM3" "None"
"MGEA5" "None"
"KCNIP2-AS1" "None"
"KCNIP2" "None"
"C10orf76" "None"
"HPS6" "None"
"LDB1" "None"
"PPRC1" "None"
"NOLC1" "None"
"ELOVL3" "None"
"GBF1" "None"
"NFKB2" "None"
"PSD" "None"
"FBXL15" "None"
"CUEDC2" "None"
"C10orf95" "None"
"MFSD13A" "None"
"ACTR1A" "None"
"RP11-18I14.11" "None"
"SUFU" "None"
"RP11-47A8.5" "None"
"TRIM8" "None"
"ARL3" "None"
"SFXN2" "None"
"WBP1L" "PortHep"
"CYP17A1" "None"
"CYP17A1-AS1" "None"
"BORCS7" "None"
"AS3MT" "None"
"CNNM2" "None"
"NT5C2" "None"
"RPEL1" "None"
"PCGF6" "None"
"TAF5" "None"
"USMG5" "Hep"
"PDCD11" "None"
"CALHM2" "None"
"RP11-225H22.4" "None"
"NEURL1" "None"
"SH3PXD2A" "None"
"RP11-416N2.4" "None"
"OBFC1" "any_T_cell"
"SLK" "None"
"SFR1" "None"
"CFAP43" "None"
"GSTO1" "CentralHep"
"GSTO2" "None"
"ITPRIP" "None"
"CFAP58-AS1" "None"
"CFAP58" "None"
"RP11-298H24.1" "None"
"SORCS1" "None"
"RP11-163F15.1" "None"
"XPNPEP1" "None"
"ADD3" "None"
"MXI1" "Erythroid"
"SMNDC1" "None"
"RP11-525A16.4" "None"
"DUSP5" "LSECs"
"SMC3" "gd_T_2"
"RBM20" "None"
"PDCD4-AS1" "None"
"PDCD4" "None"
"BBIP1" "None"
"RP11-348N5.9" "None"
"RP11-348N5.7" "None"
"SHOC2" "None"
"ADRA2A" "Cholan"
"GPAM" "PortHep"
"TECTB" "None"
"ACSL5" "None"
"RP11-324O2.3" "None"
"ZDHHC6" "None"
"VTI1A" "None"
"TCF7L2" "NonInfl_Mac"
"RP11-57H14.2" "None"
"HABP2" "None"
"CASP7" "None"
"DCLRE1A" "None"
"NHLRC2" "None"
"ADRB1" "None"
"CCDC186" "None"
"TDRD1" "None"
"AFAP1L2" "None"
"ABLIM1" "None"
"FAM160B1" "None"
"TRUB1" "None"
"ATRNL1" "None"
"GFRA1" "None"
"HSPA12A" "None"
"RP11-539I5.1" "None"
"SHTN1" "None"
"RP11-501J20.5" "None"
"SLC18A2" "None"
"RP11-129M16.4" "None"
"PDZD8" "PortHep"
"EMX2OS" "None"
"RAB11FIP2" "None"
"CASC2" "None"
"FAM204A" "Portal_Endo"
"LINC00867" "None"
"CACUL1" "None"
"NANOS1" "None"
"EIF3A" "None"
"FAM45A" "None"
"SFXN4" "None"
"PRDX3" "Hep"
"GRK5" "Stellate"
"RGS10" "None"
"TIAL1" "None"
"BAG3" "Stellate"
"INPP5F" "None"
"MCMBP" "None"
"SEC23IP" "None"
"PLPP4" "None"
"WDR11-AS1" "None"
"WDR11" "None"
"FGFR2" "Cholan"
"ATE1" "None"
"ATE1-AS1" "None"
"NSMCE4A" "None"
"TACC2" "None"
"BTBD16" "None"
"PLEKHA1" "None"
"HTRA1" "PortHep"
"CUZD1" "None"
"FAM24B" "None"
"C10orf88" "None"
"PSTK" "None"
"IKZF5" "None"
"ACADSB" "Hep"
"BUB3" "gd_T_2"
"CPXM2" "None"
"CHST15" "None"
"OAT" "None"
"LHPP" "None"
"FAM53B" "None"
"FAM53B-AS1" "None"
"METTL10" "None"
"FAM175B" "None"
"ZRANB1" "None"
"RP11-298J20.3" "None"
"CTBP2" "None"
"RP11-59C5.3" "None"
"RP11-151A10.3" "None"
"FLJ37035" "None"
"EDRF1" "None"
"UROS" "None"
"BCCIP" "None"
"DHX32" "None"
"FANK1" "None"
"ADAM12" "None"
"DOCK1" "None"
"CLRN3" "None"
"PTPRE" "Infl_Mac"
"MKI67" "gd_T_2"
"MGMT" "CentralHep"
"RP11-109A6.3" "None"
"LINC00959" "None"
"GLRX3" "None"
"PPP2R2D" "None"
"BNIP3" "Hep"
"RP11-45A17.2" "None"
"RP11-45A17.4" "None"
"JAKMIP3" "None"
"STK32C" "None"
"LRRC27" "None"
"PWWP2B" "None"
"RP11-432J24.2" "None"
"C10orf91" "None"
"RP11-432J24.5" "None"
"INPP5A" "None"
"CFAP46" "None"
"LINC01166" "None"
"ADGRA1" "None"
"ADGRA1-AS1" "None"
"KNDC1" "None"
"UTF1" "None"
"VENTX" "None"
"RP13-49I15.6" "None"
"ADAM8" "None"
"TUBGCP2" "None"
"RP11-122K13.12" "None"
"ZNF511" "None"
"PRAP1" "Hep"
"FUOM" "Hep"
"ECHS1" "Hep"
"PAOX" "None"
"MTG1" "None"
"SPRN" "PortaHep1"
"CYP2E1" "Hep"
"RP11-108K14.12" "None"
"SYCE1" "None"
"IQSEC3" "None"
"RP11-598F7.3" "NonInfl_Mac"
"RP11-598F7.6" "None"
"SLC6A12" "None"
"SLC6A13" "PortHep"
"KDM5A" "None"
"CCDC77" "None"
"B4GALNT3" "None"
"NINJ2" "None"
"RP11-218M22.1" "None"
"WNK1" "None"
"RAD52" "None"
"RP11-359B12.2" "None"
"ERC1" "None"
"WNT5B" "None"
"FBXL14" "None"
"ADIPOR2" "PortHep"
"CACNA2D4" "None"
"DCP1B" "None"
"CACNA1C" "None"
"RP5-1096D14.6" "None"
"CACNA1C-AS2" "None"
"FKBP4" "None"
"RP4-816N1.6" "None"
"ITFG2" "None"
"NRIP2" "None"
"FOXM1" "gd_T_2"
"RHNO1" "gd_T_2"
"TULP3" "None"
"TEAD4" "None"
"RP11-253E3.3" "None"
"TSPAN9" "None"
"CRACR2A" "None"
"PARP11" "None"
"RP11-664D1.1" "None"
"RP11-320N7.2" "None"
"CCND2-AS1" "None"
"CCND2" "Anti_B"
"TIGAR" "None"
"FGF23" "None"
"C12orf4" "None"
"RAD51AP1" "gd_T_2"
"DYRK4" "None"
"AKAP3" "None"
"NDUFA9" "None"
"GALNT8" "None"
"NTF3" "Stellate"
"ANO2" "None"
"VWF" "None"
"CD9" "PeriLSECs"
"PLEKHG6" "None"
"TNFRSF1A" "None"
"SCNN1A" "Cholan"
"LTBR" "None"
"RP1-102E24.8" "None"
"CD27" "Anti_B"
"TAPBPL" "None"
"VAMP1" "None"
"RP1-102E24.10" "None"
"MRPL51" "None"
"NCAPD2" "gd_T_2"
"GAPDH" "any_T_cell"
"RP5-940J5.9" "None"
"IFFO1" "None"
"RP5-940J5.8" "None"
"NOP2" "None"
"CHD4" "None"
"RP5-940J5.6" "None"
"LPAR5" "None"
"ACRBP" "None"
"ING4" "None"
"ZNF384" "None"
"COPS7A" "None"
"RP4-761J14.10" "None"
"MLF2" "PortHep"
"PTMS" "None"
"LAG3" "None"
"CD4" "LSECs"
"GPR162" "None"
"P3H3" "None"
"GNB3" "None"
"CDCA3" "gd_T_2"
"USP5" "None"
"TPI1" "None"
"SPSB2" "None"
"LRRC23" "None"
"ENO2" "None"
"ATN1" "None"
"C12orf57" "None"
"U47924.31" "None"
"PTPN6" "any_T_cell"
"U47924.27" "None"
"PHB2" "any_T_cell"
"EMG1" "None"
"RP3-461F17.3" "None"
"LPCAT3" "PortHep"
"C1S" "None"
"C1R" "Hep"
"C1RL" "PortHep"
"C1RL-AS1" "None"
"ABC12-49244600F4.4" "None"
"RBP5" "Hep"
"RP11-273B20.1" "None"
"CLSTN3" "None"
"PEX5" "None"
"CD163L1" "None"
"CD163" "Mac"
"APOBEC1" "None"
"NANOG" "None"
"SLC2A14" "None"
"SLC2A3" "None"
"FOXJ2" "None"
"C3AR1" "Mac"
"NECAP1" "None"
"CLEC4A" "Infl_Mac"
"FAM66C" "None"
"RP11-266K4.14" "None"
"FAM90A1" "None"
"RP11-266K4.9" "None"
"LINC00937" "None"
"RP11-90D4.3" "None"
"CLEC4D" "None"
"CLEC4E" "Infl_Mac"
"RP11-561P12.5" "None"
"AICDA" "None"
"MFAP5" "None"
"RIMKLB" "None"
"RP11-20D14.6" "None"
"PHC1" "None"
"M6PR" "Mac"
"KLRG1" "any_T_cell"
"A2M-AS1" "None"
"A2M" "PortHep"
"PZP" "None"
"LINC00987" "None"
"RP11-118B22.4" "None"
"RP13-735L24.1" "None"
"KLRB1" "None"
"CLEC2D" "any_T_cell"
"CLECL1" "Mac"
"CD69" "None"
"KLRF1" "None"
"CLEC2B" "any_T_cell"
"RP11-290C10.1" "None"
"KLRF2" "None"
"CLEC12A" "Mac"
"CLEC1B" "CV_LSECs"
"CLEC12B" "None"
"CLEC9A" "None"
"CLEC1A" "None"
"CLEC7A" "Mac"
"OLR1" "None"
"TMEM52B" "None"
"GABARAPL1" "None"
"KLRD1" "None"
"RP11-277P12.20" "None"
"KLRK1" "None"
"KLRC4-KLRK1" "None"
"KLRC4" "None"
"KLRC3" "None"
"KLRC2" "None"
"KLRC1" "NK_like"
"EIF2S3L" "None"
"RP11-291B21.2" "None"
"MAGOHB" "None"
"STYK1" "None"
"YBX3" "Erythroid"
"PRH1" "None"
"TAS2R10" "None"
"PRR4" "None"
"TAS2R14" "None"
"TAS2R19" "None"
"TAS2R31" "None"
"TAS2R46" "None"
"TAS2R30" "None"
"SMIM10L1" "None"
"LINC01252" "None"
"ETV6" "None"
"BCL2L14" "None"
"LRP6" "None"
"MANSC1" "None"
"LOH12CR2" "None"
"BORCS5" "None"
"DUSP16" "None"
"CREBL2" "NonInfl_Mac"
"RP11-180M15.6" "None"
"GPR19" "None"
"CDKN1B" "any_T_cell"
"APOLD1" "any_T_cell"
"DDX47" "None"
"GPRC5A" "None"
"RP11-392P7.6" "None"
"GPRC5D" "None"
"HEBP1" "None"
"RP11-377D9.3" "None"
"FAM234B" "None"
"GSG1" "None"
"EMP1" "PeriLSECs"
"RP11-134N1.2" "None"
"ATF7IP" "any_T_cell"
"PLBD1" "Infl_Mac"
"PLBD1-AS1" "None"
"GUCY2C" "None"
"RP11-174G6.1" "None"
"HIST4H4" "None"
"H2AFJ" "Stellate"
"WBP11" "None"
"C12orf60" "None"
"SMCO3" "None"
"ART4" "None"
"RP11-233G1.4" "None"
"MGP" "PeriLSECs"
"ERP27" "None"
"ARHGDIB" "any_T_cell"
"LINC01489" "None"
"RERG" "None"
"PTPRO" "None"
"EPS8" "None"
"STRAP" "None"
"DERA" "None"
"MGST1" "Hep"
"RERGL" "None"
"PIK3C2G" "PortHep"
"CAPZA3" "None"
"PLEKHA5" "None"
"AEBP2" "None"
"PDE3A" "None"
"SLCO1B3" "Hep"
"RP11-125O5.2" "None"
"SLCO1B1" "PortHep"
"SLCO1A2" "None"
"IAPP" "None"
"PYROXD1" "None"
"RECQL" "gd_T_2"
"GOLT1B" "None"
"SPX" "None"
"GYS2" "PortHep"
"LDHB" "any_T_cell"
"KCNJ8" "PortHep"
"ABCC9" "PortHep"
"CMAS" "None"
"ST8SIA1" "None"
"C2CD5" "None"
"RP11-268P4.4" "None"
"ETNK1" "Mac"
"SOX5" "None"
"RP11-444D3.1" "None"
"BCAT1" "None"
"C12orf77" "None"
"LRMP" "any_T_cell"
"CASC1" "None"
"LYRM5" "Hep"
"KRAS" "None"
"RP11-295I5.3" "None"
"RP11-707G18.1" "None"
"LMNTD1" "None"
"RASSF8-AS1" "None"
"RASSF8" "None"
"BHLHE41" "None"
"SSPN" "None"
"ITPR2" "PortHep"
"ASUN" "None"
"FGFR1OP2" "None"
"TM7SF3" "Cholan"
"MED21" "None"
"RP11-582E3.6" "None"
"STK38L" "None"
"ARNTL2" "None"
"PPFIBP1" "LSECs"
"RP11-709A23.1" "None"
"RP11-1060J15.4" "None"
"REP15" "None"
"RP11-1060J15.9" "None"
"MRPS35" "None"
"KLHL42" "None"
"PTHLH" "None"
"CCDC91" "None"
"RP11-967K21.1" "None"
"RP11-946L16.1" "None"
"FAR2" "None"
"RP11-996F15.4" "None"
"RP11-996F15.2" "None"
"RP11-996F15.5" "None"
"RP11-996F15.6" "None"
"ERGIC2" "None"
"OVCH1-AS1" "None"
"TMTC1" "None"
"IPO8" "None"
"CAPRIN2" "None"
"RP11-77I22.2" "None"
"LINC00941" "None"
"TSPAN11" "None"
"DDX11-AS1" "None"
"DDX11" "gd_T_2"
"OVOS2" "None"
"FAM60A" "None"
"FLJ13224" "None"
"RP11-771K4.1" "None"
"DENND5B" "None"
"METTL20" "None"
"AMN1" "None"
"RP11-467L13.7" "None"
"H3F3C" "None"
"RP11-428G5.5" "None"
"KIAA1551" "None"
"RP11-50I19.2" "None"
"BICD1" "None"
"FGD4" "None"
"DNM1L" "None"
"RP11-278C7.4" "None"
"YARS2" "None"
"PKP2" "None"
"SYT10" "None"
"ALG10" "None"
"ALG10B" "None"
"CPNE8" "None"
"RP11-396F22.1" "None"
"KIF21A" "PortHep"
"ABCD2" "None"
"SLC2A13" "None"
"AC079630.4" "None"
"LRRK2" "None"
"PDZRN4" "None"
"RP11-630C16.2" "None"
"GXYLT1" "None"
"YAF2" "None"
"PPHLN1" "None"
"ZCRB1" "any_T_cell"
"PRICKLE1" "None"
"RP11-328C8.4" "None"
"PUS7L" "None"
"IRAK4" "None"
"TWF1" "None"
"TMEM117" "None"
"NELL2" "None"
"ANO6" "LSECs"
"RP11-352M15.2" "None"
"ARID2" "None"
"SCAF11" "None"
"SLC38A1" "any_T_cell"
"SLC38A2" "None"
"RP11-96H19.1" "None"
"RP11-474P2.6" "None"
"RP11-446N19.1" "None"
"SLC38A4" "Hep"
"AMIGO2" "None"
"PCED1B" "None"
"RP11-493L12.4" "None"
"RP1-90J4.1" "None"
"RPAP3" "None"
"RP1-197B17.3" "None"
"ENDOU" "None"
"RP1-197B17.4" "None"
"RAPGEF3" "None"
"SLC48A1" "None"
"HDAC7" "None"
"RP5-1057I20.4" "None"
"VDR" "None"
"TMEM106C" "gd_T_2"
"RP1-228P16.8" "None"
"SENP1" "None"
"PFKM" "None"
"ASB8" "None"
"CCDC184" "None"
"RP11-370I10.12" "None"
"RP11-370I10.10" "None"
"ZNF641" "None"
"RP11-370I10.11" "None"
"KANSL2" "None"
"CCNT1" "None"
"ADCY6" "None"
"RP11-579D7.4" "None"
"CACNB3" "None"
"DDX23" "None"
"RND1" "None"
"RP11-302B13.5" "None"
"CCDC65" "None"
"FKBP11" "Anti_B"
"ARF3" "None"
"WNT10B" "None"
"DDN" "None"
"RP11-386G11.5" "None"
"PRKAG1" "None"
"KMT2D" "None"
"RHEBL1" "None"
"DHH" "None"
"LMBR1L" "None"
"TUBA1B" "gd_T_2"
"RP11-386G11.10" "None"
"TUBA1A" "None"
"TUBA1C" "gd_T_2"
"RP11-977B10.2" "None"
"TROAP" "gd_T_2"
"DNAJC22" "None"
"SPATS2" "Anti_B"
"KCNH3" "None"
"MCRS1" "None"
"PRPF40B" "None"
"FAM186B" "None"
"FMNL3" "None"
"TMBIM6" "Hep"
"NCKAP5L" "None"
"BCDIN3D-AS1" "None"
"BCDIN3D" "None"
"AQP6" "None"
"RACGAP1" "gd_T_2"
"SMARCD1" "None"
"GPD1" "Hep"
"COX14" "None"
"RP4-605O3.4" "None"
"CERS5" "None"
"LIMA1" "None"
"LARP4" "Hep"
"DIP2B" "None"
"ATF1" "None"
"METTL7A" "Hep"
"HIGD1C" "None"
"SLC11A2" "None"
"LETMD1" "any_T_cell"
"CSRNP2" "None"
"TFCP2" "None"
"POU6F1" "None"
"DAZAP2" "None"
"SMAGP" "None"
"BIN2" "any_T_cell"
"CELA1" "None"
"GALNT6" "None"
"SLC4A8" "None"
"SCN8A" "None"
"RP11-923I11.3" "None"
"RP11-923I11.8" "None"
"ACVRL1" "None"
"ACVR1B" "None"
"GRASP" "LSECs"
"NR4A1" "None"
"RP11-1100L3.8" "None"
"ATG101" "None"
"RP11-1100L3.7" "None"
"RP1-288H2.2" "None"
"KRT80" "None"
"LINC00592" "None"
"KRT7" "Cholan"
"KRT86" "None"
"KRT81" "None"
"KRT72" "None"
"KRT2" "None"
"KRT1" "None"
"KRT8" "None"
"KRT18" "None"
"EIF4B" "None"
"RP11-983P16.4" "None"
"TNS2" "None"
"SPRYD3" "None"
"IGFBP6" "Stellate"
"SOAT2" "None"
"CSAD" "None"
"ZNF740" "None"
"ITGB7" "None"
"RARG" "None"
